         E      Sigma
8.821270e+000 7.779058e+016
8.831260e+000 7.794207e+016
8.841250e+000 7.809386e+016
8.851240e+000 7.824595e+016
8.861230e+000 7.839834e+016
8.871220e+000 7.855102e+016
8.881210e+000 7.870400e+016
8.891200e+000 7.885728e+016
8.901190e+000 7.901085e+016
8.911180e+000 7.916472e+016
8.921170e+000 7.931889e+016
8.931160e+000 7.947335e+016
8.941150e+000 7.962812e+016
8.951140e+000 7.978317e+016
8.961130e+000 7.993853e+016
8.971120e+000 8.009418e+016
8.981110e+000 8.025013e+016
8.991100e+000 8.040637e+016
9.001090e+000 8.056291e+016
9.011080e+000 8.071974e+016
9.021070e+000 8.087688e+016
9.031060e+000 8.103430e+016
9.041050e+000 8.119202e+016
9.051040e+000 8.135004e+016
9.061030e+000 8.150835e+016
9.071020e+000 8.166696e+016
9.081010e+000 8.182586e+016
9.091000e+000 8.198506e+016
9.100990e+000 8.214455e+016
9.110980e+000 8.230433e+016
9.120970e+000 8.246441e+016
9.130960e+000 8.262478e+016
9.140950e+000 8.278544e+016
9.150940e+000 8.294640e+016
9.160930e+000 8.310764e+016
9.170920e+000 8.326919e+016
9.180910e+000 8.343102e+016
9.190900e+000 8.359314e+016
9.200890e+000 8.375556e+016
9.210880e+000 8.391827e+016
9.220870e+000 8.408126e+016
9.230860e+000 8.424455e+016
9.240850e+000 8.440813e+016
9.250840e+000 8.457199e+016
9.260830e+000 8.473615e+016
9.270820e+000 8.490060e+016
9.280810e+000 8.506533e+016
9.290800e+000 8.523035e+016
9.300790e+000 8.539566e+016
9.310780e+000 8.556125e+016
9.320770e+000 8.572714e+016
9.330760e+000 8.589330e+016
9.340750e+000 8.605976e+016
9.350740e+000 8.622650e+016
9.360730e+000 8.639352e+016
9.370720e+000 8.656083e+016
9.380710e+000 8.672842e+016
9.390700e+000 8.689629e+016
9.400690e+000 8.706445e+016
9.410680e+000 8.723289e+016
9.420670e+000 8.740161e+016
9.430660e+000 8.757061e+016
9.440650e+000 8.773989e+016
9.450640e+000 8.790945e+016
9.460630e+000 8.807929e+016
9.470620e+000 8.824941e+016
9.480610e+000 8.841981e+016
9.490600e+000 8.859048e+016
9.500590e+000 8.876143e+016
9.510580e+000 8.893266e+016
9.520570e+000 8.910416e+016
9.530560e+000 8.927593e+016
9.540550e+000 8.944798e+016
9.550540e+000 8.962030e+016
9.560530e+000 8.979290e+016
9.570520e+000 8.996576e+016
9.580510e+000 9.013890e+016
9.590500e+000 9.031230e+016
9.600490e+000 9.048598e+016
9.610480e+000 9.065992e+016
9.620470e+000 9.083413e+016
9.630460e+000 9.100861e+016
9.640450e+000 9.118335e+016
9.650440e+000 9.135836e+016
9.660430e+000 9.153364e+016
9.670420e+000 9.170917e+016
9.680410e+000 9.188497e+016
9.690400e+000 9.206103e+016
9.700390e+000 9.223735e+016
9.710380e+000 9.241393e+016
9.720370e+000 9.259076e+016
9.730360e+000 9.276786e+016
9.740350e+000 9.294521e+016
9.750340e+000 9.312282e+016
9.760330e+000 9.330068e+016
9.770320e+000 9.347879e+016
9.780310e+000 9.365716e+016
9.790300e+000 9.383578e+016
9.800290e+000 9.401465e+016
9.810280e+000 9.419376e+016
9.820270e+000 9.437313e+016
9.830260e+000 9.455274e+016
9.840250e+000 9.473260e+016
9.850240e+000 9.491270e+016
9.860230e+000 9.509305e+016
9.870220e+000 9.527364e+016
9.880210e+000 9.545447e+016
9.890200e+000 9.563553e+016
9.900190e+000 9.581684e+016
9.910180e+000 9.599839e+016
9.920170e+000 9.618017e+016
9.930160e+000 9.636218e+016
9.940150e+000 9.654443e+016
9.950140e+000 9.672691e+016
9.960130e+000 9.690962e+016
9.970120e+000 9.709256e+016
9.980110e+000 9.727573e+016
9.990100e+000 9.745913e+016
1.000009e+001 9.764275e+016
1.001008e+001 9.782659e+016
1.002007e+001 9.801066e+016
1.003006e+001 9.819494e+016
1.004005e+001 9.837945e+016
1.005004e+001 9.856417e+016
1.006003e+001 9.874911e+016
1.007002e+001 9.893427e+016
1.008001e+001 9.911964e+016
1.009000e+001 9.930522e+016
1.009999e+001 9.949100e+016
1.010998e+001 9.967700e+016
1.011997e+001 9.986321e+016
1.012996e+001 1.000496e+017
1.013995e+001 1.002362e+017
1.014994e+001 1.004230e+017
1.015993e+001 1.006101e+017
1.016992e+001 1.007973e+017
1.017991e+001 1.009847e+017
1.018990e+001 1.011723e+017
1.019989e+001 1.013601e+017
1.020988e+001 1.015481e+017
1.021987e+001 1.017363e+017
1.022986e+001 1.019246e+017
1.023985e+001 1.021132e+017
1.024984e+001 1.023019e+017
1.025983e+001 1.024908e+017
1.026982e+001 1.026799e+017
1.027981e+001 1.028692e+017
1.028980e+001 1.030586e+017
1.029979e+001 1.032483e+017
1.030978e+001 1.034381e+017
1.031977e+001 1.036280e+017
1.032976e+001 1.038182e+017
1.033975e+001 1.040085e+017
1.034974e+001 1.041989e+017
1.035973e+001 1.043896e+017
1.036972e+001 1.045804e+017
1.037971e+001 1.047713e+017
1.038970e+001 1.049624e+017
1.039969e+001 1.051537e+017
1.040968e+001 1.053451e+017
1.041967e+001 1.055366e+017
1.042966e+001 1.057283e+017
1.043965e+001 1.059202e+017
1.044964e+001 1.061121e+017
1.045963e+001 1.063043e+017
1.046962e+001 1.064965e+017
1.047961e+001 1.066889e+017
1.048960e+001 1.068815e+017
1.049959e+001 1.070741e+017
1.050958e+001 1.072669e+017
1.051957e+001 1.074598e+017
1.052956e+001 1.076529e+017
1.053955e+001 1.078460e+017
1.054954e+001 1.080393e+017
1.055953e+001 1.082327e+017
1.056952e+001 1.084262e+017
1.057951e+001 1.086198e+017
1.058950e+001 1.088135e+017
1.059949e+001 1.090074e+017
1.060948e+001 1.092013e+017
1.061947e+001 1.093953e+017
1.062946e+001 1.095895e+017
1.063945e+001 1.097837e+017
1.064944e+001 1.099780e+017
1.065943e+001 1.101724e+017
1.066942e+001 1.103669e+017
1.067941e+001 1.105615e+017
1.068940e+001 1.107561e+017
1.069939e+001 1.109509e+017
1.070938e+001 1.111457e+017
1.071937e+001 1.113405e+017
1.072936e+001 1.115355e+017
1.073935e+001 1.117305e+017
1.074934e+001 1.119256e+017
1.075933e+001 1.121207e+017
1.076932e+001 1.123159e+017
1.077931e+001 1.125112e+017
1.078930e+001 1.127065e+017
1.079929e+001 1.129018e+017
1.080928e+001 1.130972e+017
1.081927e+001 1.132927e+017
1.082926e+001 1.134881e+017
1.083925e+001 1.136837e+017
1.084924e+001 1.138792e+017
1.085923e+001 1.140748e+017
1.086922e+001 1.142704e+017
1.087921e+001 1.144660e+017
1.088920e+001 1.146617e+017
1.089919e+001 1.148573e+017
1.090918e+001 1.150530e+017
1.091917e+001 1.152487e+017
1.092916e+001 1.154444e+017
1.093915e+001 1.156401e+017
1.094914e+001 1.158358e+017
1.095913e+001 1.160315e+017
1.096912e+001 1.162271e+017
1.097911e+001 1.164228e+017
1.098910e+001 1.166185e+017
1.099909e+001 1.168141e+017
1.100908e+001 1.170097e+017
1.101907e+001 1.172053e+017
1.102906e+001 1.174009e+017
1.103905e+001 1.175965e+017
1.104904e+001 1.177920e+017
1.105903e+001 1.179874e+017
1.106902e+001 1.181828e+017
1.107901e+001 1.183782e+017
1.108900e+001 1.185735e+017
1.109899e+001 1.187688e+017
1.110898e+001 1.189640e+017
1.111897e+001 1.191592e+017
1.112896e+001 1.193543e+017
1.113895e+001 1.195493e+017
1.114894e+001 1.197442e+017
1.115893e+001 1.199391e+017
1.116892e+001 1.201339e+017
1.117891e+001 1.203286e+017
1.118890e+001 1.205232e+017
1.119889e+001 1.207177e+017
1.120888e+001 1.209122e+017
1.121887e+001 1.211065e+017
1.122886e+001 1.213007e+017
1.123885e+001 1.214948e+017
1.124884e+001 1.216889e+017
1.125883e+001 1.218827e+017
1.126882e+001 1.220765e+017
1.127881e+001 1.222702e+017
1.128880e+001 1.224637e+017
1.129879e+001 1.226570e+017
1.130878e+001 1.228503e+017
1.131877e+001 1.230434e+017
1.132876e+001 1.232364e+017
1.133875e+001 1.234292e+017
1.134874e+001 1.236218e+017
1.135873e+001 1.238143e+017
1.136872e+001 1.240067e+017
1.137871e+001 1.241988e+017
1.138870e+001 1.243908e+017
1.139869e+001 1.245826e+017
1.140868e+001 1.247743e+017
1.141867e+001 1.249657e+017
1.142866e+001 1.251570e+017
1.143865e+001 1.253481e+017
1.144864e+001 1.255390e+017
1.145863e+001 1.257296e+017
1.146862e+001 1.259201e+017
1.147861e+001 1.261104e+017
1.148860e+001 1.263004e+017
1.149859e+001 1.264902e+017
1.150858e+001 1.266798e+017
1.151857e+001 1.268692e+017
1.152856e+001 1.270584e+017
1.153855e+001 1.272473e+017
1.154854e+001 1.274359e+017
1.155853e+001 1.276243e+017
1.156852e+001 1.278125e+017
1.157851e+001 1.280004e+017
1.158850e+001 1.281880e+017
1.159849e+001 1.283754e+017
1.160848e+001 1.285625e+017
1.161847e+001 1.287493e+017
1.162846e+001 1.289359e+017
1.163845e+001 1.291221e+017
1.164844e+001 1.293081e+017
1.165843e+001 1.294938e+017
1.166842e+001 1.296791e+017
1.167841e+001 1.298642e+017
1.168840e+001 1.300490e+017
1.169839e+001 1.302334e+017
1.170838e+001 1.304176e+017
1.171837e+001 1.306014e+017
1.172836e+001 1.307848e+017
1.173835e+001 1.309680e+017
1.174834e+001 1.311508e+017
1.175833e+001 1.313333e+017
1.176832e+001 1.315154e+017
1.177831e+001 1.316971e+017
1.178830e+001 1.318785e+017
1.179829e+001 1.320596e+017
1.180828e+001 1.322402e+017
1.181827e+001 1.324205e+017
1.182826e+001 1.326004e+017
1.183825e+001 1.327800e+017
1.184824e+001 1.329591e+017
1.185823e+001 1.331379e+017
1.186822e+001 1.333162e+017
1.187821e+001 1.334942e+017
1.188820e+001 1.336717e+017
1.189819e+001 1.338489e+017
1.190818e+001 1.340256e+017
1.191817e+001 1.342019e+017
1.192816e+001 1.343777e+017
1.193815e+001 1.345532e+017
1.194814e+001 1.347281e+017
1.195813e+001 1.349027e+017
1.196812e+001 1.350768e+017
1.197811e+001 1.352504e+017
1.198810e+001 1.354236e+017
1.199809e+001 1.355963e+017
1.200808e+001 1.357685e+017
1.201807e+001 1.359403e+017
1.202806e+001 1.361116e+017
1.203805e+001 1.362824e+017
1.204804e+001 1.364527e+017
1.205803e+001 1.366225e+017
1.206802e+001 1.367919e+017
1.207801e+001 1.369607e+017
1.208800e+001 1.371290e+017
1.209799e+001 1.372968e+017
1.210798e+001 1.374640e+017
1.211797e+001 1.376308e+017
1.212796e+001 1.377970e+017
1.213795e+001 1.379626e+017
1.214794e+001 1.381278e+017
1.215793e+001 1.382924e+017
1.216792e+001 1.384564e+017
1.217791e+001 1.386199e+017
1.218790e+001 1.387828e+017
1.219789e+001 1.389451e+017
1.220788e+001 1.391069e+017
1.221787e+001 1.392681e+017
1.222786e+001 1.394287e+017
1.223785e+001 1.395887e+017
1.224784e+001 1.397481e+017
1.225783e+001 1.399069e+017
1.226782e+001 1.400652e+017
1.227781e+001 1.402228e+017
1.228780e+001 1.403798e+017
1.229779e+001 1.405362e+017
1.230778e+001 1.406919e+017
1.231777e+001 1.408471e+017
1.232776e+001 1.410016e+017
1.233775e+001 1.411554e+017
1.234774e+001 1.413086e+017
1.235773e+001 1.414612e+017
1.236772e+001 1.416131e+017
1.237771e+001 1.417643e+017
1.238770e+001 1.419149e+017
1.239769e+001 1.420648e+017
1.240768e+001 1.422141e+017
1.241767e+001 1.423626e+017
1.242766e+001 1.425105e+017
1.243765e+001 1.426577e+017
1.244764e+001 1.428042e+017
1.245763e+001 1.429500e+017
1.246762e+001 1.430950e+017
1.247761e+001 1.432394e+017
1.248760e+001 1.433831e+017
1.249759e+001 1.435260e+017
1.250758e+001 1.436682e+017
1.251757e+001 1.438097e+017
1.252756e+001 1.439505e+017
1.253755e+001 1.440905e+017
1.254754e+001 1.442298e+017
1.255753e+001 1.443683e+017
1.256752e+001 1.445061e+017
1.257751e+001 1.446431e+017
1.258750e+001 1.447793e+017
1.259749e+001 1.449148e+017
1.260748e+001 1.450495e+017
1.261747e+001 1.451835e+017
1.262746e+001 1.453166e+017
1.263745e+001 1.454490e+017
1.264744e+001 1.455806e+017
1.265743e+001 1.457114e+017
1.266742e+001 1.458414e+017
1.267741e+001 1.459705e+017
1.268740e+001 1.460989e+017
1.269739e+001 1.462265e+017
1.270738e+001 1.463532e+017
1.271737e+001 1.464791e+017
1.272736e+001 1.466042e+017
1.273735e+001 1.467285e+017
1.274734e+001 1.468519e+017
1.275733e+001 1.469745e+017
1.276732e+001 1.470963e+017
1.277731e+001 1.472172e+017
1.278730e+001 1.473372e+017
1.279729e+001 1.474564e+017
1.280728e+001 1.475747e+017
1.281727e+001 1.476922e+017
1.282726e+001 1.478088e+017
1.283725e+001 1.479245e+017
1.284724e+001 1.480393e+017
1.285723e+001 1.481533e+017
1.286722e+001 1.482664e+017
1.287721e+001 1.483786e+017
1.288720e+001 1.484899e+017
1.289719e+001 1.486003e+017
1.290718e+001 1.487097e+017
1.291717e+001 1.488183e+017
1.292716e+001 1.489260e+017
1.293715e+001 1.490328e+017
1.294714e+001 1.491386e+017
1.295713e+001 1.492436e+017
1.296712e+001 1.493476e+017
1.297711e+001 1.494507e+017
1.298710e+001 1.495528e+017
1.299709e+001 1.496540e+017
1.300708e+001 1.497543e+017
1.301707e+001 1.498537e+017
1.302706e+001 1.499520e+017
1.303705e+001 1.500495e+017
1.304704e+001 1.501460e+017
1.305703e+001 1.502415e+017
1.306702e+001 1.503361e+017
1.307701e+001 1.504297e+017
1.308700e+001 1.505224e+017
1.309699e+001 1.506141e+017
1.310698e+001 1.507048e+017
1.311697e+001 1.507945e+017
1.312696e+001 1.508833e+017
1.313695e+001 1.509711e+017
1.314694e+001 1.510579e+017
1.315693e+001 1.511437e+017
1.316692e+001 1.512285e+017
1.317691e+001 1.513123e+017
1.318690e+001 1.513952e+017
1.319689e+001 1.514770e+017
1.320688e+001 1.515578e+017
1.321687e+001 1.516377e+017
1.322686e+001 1.517165e+017
1.323685e+001 1.517943e+017
1.324684e+001 1.518711e+017
1.325683e+001 1.519469e+017
1.326682e+001 1.520217e+017
1.327681e+001 1.520955e+017
1.328680e+001 1.521683e+017
1.329679e+001 1.522400e+017
1.330678e+001 1.523107e+017
1.331677e+001 1.523804e+017
1.332676e+001 1.524490e+017
1.333675e+001 1.525166e+017
1.334674e+001 1.525832e+017
1.335673e+001 1.526487e+017
1.336672e+001 1.527133e+017
1.337671e+001 1.527767e+017
1.338670e+001 1.528392e+017
1.339669e+001 1.529005e+017
1.340668e+001 1.529609e+017
1.341667e+001 1.530202e+017
1.342666e+001 1.530784e+017
1.343665e+001 1.531356e+017
1.344664e+001 1.531918e+017
1.345663e+001 1.532469e+017
1.346662e+001 1.533009e+017
1.347661e+001 1.533539e+017
1.348660e+001 1.534059e+017
1.349659e+001 1.534567e+017
1.350658e+001 1.535066e+017
1.351657e+001 1.535553e+017
1.352656e+001 1.536030e+017
1.353655e+001 1.536497e+017
1.354654e+001 1.536952e+017
1.355653e+001 1.537397e+017
1.356652e+001 1.537832e+017
1.357651e+001 1.538255e+017
1.358650e+001 1.538669e+017
1.359649e+001 1.539071e+017
1.360648e+001 1.539463e+017
1.361647e+001 1.539844e+017
1.362646e+001 1.540214e+017
1.363645e+001 1.540574e+017
1.364644e+001 1.540923e+017
1.365643e+001 1.541261e+017
1.366642e+001 1.541589e+017
1.367641e+001 1.541905e+017
1.368640e+001 1.542211e+017
1.369639e+001 1.542507e+017
1.370638e+001 1.542791e+017
1.371637e+001 1.543065e+017
1.372636e+001 1.543329e+017
1.373635e+001 1.543581e+017
1.374634e+001 1.543823e+017
1.375633e+001 1.544054e+017
1.376632e+001 1.544274e+017
1.377631e+001 1.544484e+017
1.378630e+001 1.544683e+017
1.379629e+001 1.544871e+017
1.380628e+001 1.545048e+017
1.381627e+001 1.545215e+017
1.382626e+001 1.545371e+017
1.383625e+001 1.545516e+017
1.384624e+001 1.545651e+017
1.385623e+001 1.545775e+017
1.386622e+001 1.545888e+017
1.387621e+001 1.545991e+017
1.388620e+001 1.546083e+017
1.389619e+001 1.546164e+017
1.390618e+001 1.546235e+017
1.391617e+001 1.546295e+017
1.392616e+001 1.546344e+017
1.393615e+001 1.546383e+017
1.394614e+001 1.546411e+017
1.395613e+001 1.546429e+017
1.396612e+001 1.546436e+017
1.397611e+001 1.546432e+017
1.398610e+001 1.546418e+017
1.399609e+001 1.546394e+017
1.400608e+001 1.546359e+017
1.401607e+001 1.546313e+017
1.402606e+001 1.546257e+017
1.403605e+001 1.546190e+017
1.404604e+001 1.546113e+017
1.405603e+001 1.546026e+017
1.406602e+001 1.545928e+017
1.407601e+001 1.545819e+017
1.408600e+001 1.545701e+017
1.409599e+001 1.545572e+017
1.410598e+001 1.545432e+017
1.411597e+001 1.545282e+017
1.412596e+001 1.545122e+017
1.413595e+001 1.544952e+017
1.414594e+001 1.544771e+017
1.415593e+001 1.544581e+017
1.416592e+001 1.544379e+017
1.417591e+001 1.544168e+017
1.418590e+001 1.543947e+017
1.419589e+001 1.543715e+017
1.420588e+001 1.543473e+017
1.421587e+001 1.543222e+017
1.422586e+001 1.542960e+017
1.423585e+001 1.542688e+017
1.424584e+001 1.542406e+017
1.425583e+001 1.542114e+017
1.426582e+001 1.541812e+017
1.427581e+001 1.541500e+017
1.428580e+001 1.541178e+017
1.429579e+001 1.540847e+017
1.430578e+001 1.540505e+017
1.431577e+001 1.540154e+017
1.432576e+001 1.539793e+017
1.433575e+001 1.539422e+017
1.434574e+001 1.539041e+017
1.435573e+001 1.538651e+017
1.436572e+001 1.538251e+017
1.437571e+001 1.537841e+017
1.438570e+001 1.537422e+017
1.439569e+001 1.536993e+017
1.440568e+001 1.536555e+017
1.441567e+001 1.536107e+017
1.442566e+001 1.535649e+017
1.443565e+001 1.535183e+017
1.444564e+001 1.534707e+017
1.445563e+001 1.534221e+017
1.446562e+001 1.533726e+017
1.447561e+001 1.533222e+017
1.448560e+001 1.532709e+017
1.449559e+001 1.532186e+017
1.450558e+001 1.531654e+017
1.451557e+001 1.531113e+017
1.452556e+001 1.530563e+017
1.453555e+001 1.530004e+017
1.454554e+001 1.529436e+017
1.455553e+001 1.528859e+017
1.456552e+001 1.528273e+017
1.457551e+001 1.527678e+017
1.458550e+001 1.527074e+017
1.459549e+001 1.526461e+017
1.460548e+001 1.525840e+017
1.461547e+001 1.525210e+017
1.462546e+001 1.524571e+017
1.463545e+001 1.523923e+017
1.464544e+001 1.523267e+017
1.465543e+001 1.522602e+017
1.466542e+001 1.521929e+017
1.467541e+001 1.521247e+017
1.468540e+001 1.520557e+017
1.469539e+001 1.519859e+017
1.470538e+001 1.519152e+017
1.471537e+001 1.518436e+017
1.472536e+001 1.517713e+017
1.473535e+001 1.516981e+017
1.474534e+001 1.516241e+017
1.475533e+001 1.515493e+017
1.476532e+001 1.514737e+017
1.477531e+001 1.513973e+017
1.478530e+001 1.513201e+017
1.479529e+001 1.512420e+017
1.480528e+001 1.511632e+017
1.481527e+001 1.510837e+017
1.482526e+001 1.510033e+017
1.483525e+001 1.509221e+017
1.484524e+001 1.508402e+017
1.485523e+001 1.507576e+017
1.486522e+001 1.506741e+017
1.487521e+001 1.505899e+017
1.488520e+001 1.505050e+017
1.489519e+001 1.504193e+017
1.490518e+001 1.503328e+017
1.491517e+001 1.502457e+017
1.492516e+001 1.501578e+017
1.493515e+001 1.500691e+017
1.494514e+001 1.499798e+017
1.495513e+001 1.498897e+017
1.496512e+001 1.497989e+017
1.497511e+001 1.497074e+017
1.498510e+001 1.496153e+017
1.499509e+001 1.495224e+017
1.500508e+001 1.494288e+017
1.501507e+001 1.493345e+017
1.502506e+001 1.492396e+017
1.503505e+001 1.491440e+017
1.504504e+001 1.490477e+017
1.505503e+001 1.489507e+017
1.506502e+001 1.488531e+017
1.507501e+001 1.487549e+017
1.508500e+001 1.486559e+017
1.509499e+001 1.485564e+017
1.510498e+001 1.484562e+017
1.511497e+001 1.483553e+017
1.512496e+001 1.482539e+017
1.513495e+001 1.481518e+017
1.514494e+001 1.480491e+017
1.515493e+001 1.479458e+017
1.516492e+001 1.478418e+017
1.517491e+001 1.477373e+017
1.518490e+001 1.476322e+017
1.519489e+001 1.475265e+017
1.520488e+001 1.474202e+017
1.521487e+001 1.473133e+017
1.522486e+001 1.472058e+017
1.523485e+001 1.470978e+017
1.524484e+001 1.469892e+017
1.525483e+001 1.468800e+017
1.526482e+001 1.467703e+017
1.527481e+001 1.466601e+017
1.528480e+001 1.465493e+017
1.529479e+001 1.464379e+017
1.530478e+001 1.463261e+017
1.531477e+001 1.462137e+017
1.532476e+001 1.461007e+017
1.533475e+001 1.459873e+017
1.534474e+001 1.458734e+017
1.535473e+001 1.457589e+017
1.536472e+001 1.456439e+017
1.537471e+001 1.455285e+017
1.538470e+001 1.454126e+017
1.539469e+001 1.452961e+017
1.540468e+001 1.451792e+017
1.541467e+001 1.450619e+017
1.542466e+001 1.449440e+017
1.543465e+001 1.448257e+017
1.544464e+001 1.447070e+017
1.545463e+001 1.445878e+017
1.546462e+001 1.444681e+017
1.547461e+001 1.443480e+017
1.548460e+001 1.442275e+017
1.549459e+001 1.441065e+017
1.550458e+001 1.439851e+017
1.551457e+001 1.438633e+017
1.552456e+001 1.437411e+017
1.553455e+001 1.436185e+017
1.554454e+001 1.434954e+017
1.555453e+001 1.433720e+017
1.556452e+001 1.432482e+017
1.557451e+001 1.431239e+017
1.558450e+001 1.429994e+017
